"event.id","location.long","location.lat","deployment.id","tag.id","tag.local.identifier","argos.altitude","argos.best.level","argos.calcul.freq","argos.iq","argos.lat1","argos.lat2","argos.lc","argos.lon1","argos.lon2","argos.nb.mes","argos.nb.mes.120","argos.nopc","argos.pass.duration","argos.sensor.1","argos.sensor.2","argos.sensor.3","argos.sensor.4","optional","sensor","timestamps","trackId","individual.local.identifier","visible","individual.id","study.id","sensor.type.id","individual.taxon.canonical.name","algorithm.marked.outlier","manually.marked.outlier","study.name","comments","death.comments","earliest.date.born","exact.date.of.birth","latest.date.born","nick.name","ring.id","sex","taxon.canonical.name","timestamp.start","timestamp.end","number.of.events","number.of.deployments","sensor.type.ids","taxon.detail","animalName"
16574448,18.251,50.467,1930124,1898888,40534,100,-123,401.6518356,65,50.467,56.855,"2",18.251,-14.787,4,0,3,360,1,91,0,1,TRUE,"Argos Doppler Shift",2004-08-17 08:46:26,"Prinzesschen","Prinzesschen","true",1898896,1898591,82798,"Ciconia ciconia","","","MPIAB White Stork Prinzesschen","Tracked for a life time with 5 tags","23-12-2006 by age on wintering grounds",NA,NA,"1993-01-01 00:00:00.000",NA,"DEH KA0749","f","Ciconia ciconia","1994-08-12 04:14:24.000","2006-12-22 22:07:04.000",3169,1,"argos-doppler-shift",NA,"Prinzesschen_1930120"
16574453,19.313,50.35,1930124,1898888,40534,100,-125,401.6520009,56,50.35,60.802,"1",19.313,75.312,4,0,3,660,2,180,0,23,TRUE,"Argos Doppler Shift",2004-08-17 12:48:08,"Prinzesschen","Prinzesschen","true",1898896,1898591,82798,"Ciconia ciconia","","","MPIAB White Stork Prinzesschen","Tracked for a life time with 5 tags","23-12-2006 by age on wintering grounds",NA,NA,"1993-01-01 00:00:00.000",NA,"DEH KA0749","f","Ciconia ciconia","1994-08-12 04:14:24.000","2006-12-22 22:07:04.000",3169,1,"argos-doppler-shift",NA,"Prinzesschen_1930120"
16574457,20.247,50.051,1930124,1898888,40534,100,-123,401.6518784,58,50.051,46.867,"2",20.247,35.969,5,0,4,420,1,92,1,45,TRUE,"Argos Doppler Shift",2004-08-18 06:53:00,"Prinzesschen","Prinzesschen","true",1898896,1898591,82798,"Ciconia ciconia","","","MPIAB White Stork Prinzesschen","Tracked for a life time with 5 tags","23-12-2006 by age on wintering grounds",NA,NA,"1993-01-01 00:00:00.000",NA,"DEH KA0749","f","Ciconia ciconia","1994-08-12 04:14:24.000","2006-12-22 22:07:04.000",3169,1,"argos-doppler-shift",NA,"Prinzesschen_1930120"
16574509,28.239,43.47,1930124,1898888,40534,100,-124,401.6520203,60,43.47,37.862,"1",28.239,-0.954,5,0,2,420,130,178,0,20,TRUE,"Argos Doppler Shift",2004-08-22 20:56:16,"Prinzesschen","Prinzesschen","true",1898896,1898591,82798,"Ciconia ciconia","","","MPIAB White Stork Prinzesschen","Tracked for a life time with 5 tags","23-12-2006 by age on wintering grounds",NA,NA,"1993-01-01 00:00:00.000",NA,"DEH KA0749","f","Ciconia ciconia","1994-08-12 04:14:24.000","2006-12-22 22:07:04.000",3169,1,"argos-doppler-shift",NA,"Prinzesschen_1930120"
16574515,29.775,40.904,1930124,1898888,40534,100,-128,401.6519844,60,40.904,29.249,"1",29.775,85.692,4,0,3,240,2,178,0,25,TRUE,"Argos Doppler Shift",2004-08-23 22:57:00,"Prinzesschen","Prinzesschen","true",1898896,1898591,82798,"Ciconia ciconia","","","MPIAB White Stork Prinzesschen","Tracked for a life time with 5 tags","23-12-2006 by age on wintering grounds",NA,NA,"1993-01-01 00:00:00.000",NA,"DEH KA0749","f","Ciconia ciconia","1994-08-12 04:14:24.000","2006-12-22 22:07:04.000",3169,1,"argos-doppler-shift",NA,"Prinzesschen_1930120"
16574516,29.782,40.865,1930124,1898888,40534,100,-123,401.6519662,68,40.865,32.665,"1",29.782,70.481,4,0,4,240,1,106,0,57,TRUE,"Argos Doppler Shift",2004-08-24 01:51:09,"Prinzesschen","Prinzesschen","true",1898896,1898591,82798,"Ciconia ciconia","","","MPIAB White Stork Prinzesschen","Tracked for a life time with 5 tags","23-12-2006 by age on wintering grounds",NA,NA,"1993-01-01 00:00:00.000",NA,"DEH KA0749","f","Ciconia ciconia","1994-08-12 04:14:24.000","2006-12-22 22:07:04.000",3169,1,"argos-doppler-shift",NA,"Prinzesschen_1930120"
16574517,32.823,38.039,1930124,1898888,40534,100,-128,401.6519571,60,38.039,44.733,"2",32.823,67.627,4,0,3,240,3,7,0,14,TRUE,"Argos Doppler Shift",2004-08-24 18:30:57,"Prinzesschen","Prinzesschen","true",1898896,1898591,82798,"Ciconia ciconia","","","MPIAB White Stork Prinzesschen","Tracked for a life time with 5 tags","23-12-2006 by age on wintering grounds",NA,NA,"1993-01-01 00:00:00.000",NA,"DEH KA0749","f","Ciconia ciconia","1994-08-12 04:14:24.000","2006-12-22 22:07:04.000",3169,1,"argos-doppler-shift",NA,"Prinzesschen_1930120"
16574518,32.789,38.041,1930124,1898888,40534,100,-124,401.6519559,66,38.041,30.157,"1",32.789,-5.133,4,0,1,240,3,7,0,14,TRUE,"Argos Doppler Shift",2004-08-24 18:41:57,"Prinzesschen","Prinzesschen","true",1898896,1898591,82798,"Ciconia ciconia","","","MPIAB White Stork Prinzesschen","Tracked for a life time with 5 tags","23-12-2006 by age on wintering grounds",NA,NA,"1993-01-01 00:00:00.000",NA,"DEH KA0749","f","Ciconia ciconia","1994-08-12 04:14:24.000","2006-12-22 22:07:04.000",3169,1,"argos-doppler-shift",NA,"Prinzesschen_1930120"
16574527,35.819,36.882,1930124,1898888,40534,100,-121,401.6519344,60,36.882,32.983,"3",35.819,54.956,7,0,3,360,1,110,1,41,TRUE,"Argos Doppler Shift",2004-08-26 03:44:32,"Prinzesschen","Prinzesschen","true",1898896,1898591,82798,"Ciconia ciconia","","","MPIAB White Stork Prinzesschen","Tracked for a life time with 5 tags","23-12-2006 by age on wintering grounds",NA,NA,"1993-01-01 00:00:00.000",NA,"DEH KA0749","f","Ciconia ciconia","1994-08-12 04:14:24.000","2006-12-22 22:07:04.000",3169,1,"argos-doppler-shift",NA,"Prinzesschen_1930120"
16574528,35.832,36.88,1930124,1898888,40534,100,-122,401.651895,56,36.88,31.2,"1",35.832,62.024,6,0,4,360,2,178,0,32,TRUE,"Argos Doppler Shift",2004-08-26 05:13:36,"Prinzesschen","Prinzesschen","true",1898896,1898591,82798,"Ciconia ciconia","","","MPIAB White Stork Prinzesschen","Tracked for a life time with 5 tags","23-12-2006 by age on wintering grounds",NA,NA,"1993-01-01 00:00:00.000",NA,"DEH KA0749","f","Ciconia ciconia","1994-08-12 04:14:24.000","2006-12-22 22:07:04.000",3169,1,"argos-doppler-shift",NA,"Prinzesschen_1930120"
16574531,37.148,34.169,1930124,1898888,40534,100,-122,401.6519394,58,34.169,28.698,"1",37.148,63.64,6,0,4,480,2,178,0,28,TRUE,"Argos Doppler Shift",2004-08-27 03:21:40,"Prinzesschen","Prinzesschen","true",1898896,1898591,82798,"Ciconia ciconia","","","MPIAB White Stork Prinzesschen","Tracked for a life time with 5 tags","23-12-2006 by age on wintering grounds",NA,NA,"1993-01-01 00:00:00.000",NA,"DEH KA0749","f","Ciconia ciconia","1994-08-12 04:14:24.000","2006-12-22 22:07:04.000",3169,1,"argos-doppler-shift",NA,"Prinzesschen_1930120"
16574533,37.129,34.17,1930124,1898888,40534,100,-122,401.6518796,67,34.17,28.001,"3",37.129,65.578,8,0,3,480,3,7,1,9,TRUE,"Argos Doppler Shift",2004-08-27 05:02:44,"Prinzesschen","Prinzesschen","true",1898896,1898591,82798,"Ciconia ciconia","","","MPIAB White Stork Prinzesschen","Tracked for a life time with 5 tags","23-12-2006 by age on wintering grounds",NA,NA,"1993-01-01 00:00:00.000",NA,"DEH KA0749","f","Ciconia ciconia","1994-08-12 04:14:24.000","2006-12-22 22:07:04.000",3169,1,"argos-doppler-shift",NA,"Prinzesschen_1930120"
16574538,35.787,32.821,1930124,1898888,40534,100,-122,401.6519537,66,32.821,27.701,"3",35.787,60.096,10,0,3,600,3,7,1,29,TRUE,"Argos Doppler Shift",2004-08-28 01:54:44,"Prinzesschen","Prinzesschen","true",1898896,1898591,82798,"Ciconia ciconia","","","MPIAB White Stork Prinzesschen","Tracked for a life time with 5 tags","23-12-2006 by age on wintering grounds",NA,NA,"1993-01-01 00:00:00.000",NA,"DEH KA0749","f","Ciconia ciconia","1994-08-12 04:14:24.000","2006-12-22 22:07:04.000",3169,1,"argos-doppler-shift",NA,"Prinzesschen_1930120"
16574539,35.778,32.821,1930124,1898888,40534,100,-128,401.6519719,67,32.821,24.684,"2",35.778,75.416,8,0,3,420,3,7,1,31,TRUE,"Argos Doppler Shift",2004-08-28 03:00:17,"Prinzesschen","Prinzesschen","true",1898896,1898591,82798,"Ciconia ciconia","","","MPIAB White Stork Prinzesschen","Tracked for a life time with 5 tags","23-12-2006 by age on wintering grounds",NA,NA,"1993-01-01 00:00:00.000",NA,"DEH KA0749","f","Ciconia ciconia","1994-08-12 04:14:24.000","2006-12-22 22:07:04.000",3169,1,"argos-doppler-shift",NA,"Prinzesschen_1930120"
16574542,35.801,32.839,1930124,1898888,40534,100,-124,401.6519184,67,32.839,24.86,"2",35.801,72.116,7,0,4,360,0,1,2,50,TRUE,"Argos Doppler Shift",2004-08-28 04:49:53,"Prinzesschen","Prinzesschen","true",1898896,1898591,82798,"Ciconia ciconia","","","MPIAB White Stork Prinzesschen","Tracked for a life time with 5 tags","23-12-2006 by age on wintering grounds",NA,NA,"1993-01-01 00:00:00.000",NA,"DEH KA0749","f","Ciconia ciconia","1994-08-12 04:14:24.000","2006-12-22 22:07:04.000",3169,1,"argos-doppler-shift",NA,"Prinzesschen_1930120"
16574558,32.73,27.011,1930124,1898888,40534,100,-120,401.6518774,58,27.011,26.267,"1",32.73,36.073,6,1,2,480,1,118,1,49,TRUE,"Argos Doppler Shift",2004-08-30 06:06:14,"Prinzesschen","Prinzesschen","true",1898896,1898591,82798,"Ciconia ciconia","","","MPIAB White Stork Prinzesschen","Tracked for a life time with 5 tags","23-12-2006 by age on wintering grounds",NA,NA,"1993-01-01 00:00:00.000",NA,"DEH KA0749","f","Ciconia ciconia","1994-08-12 04:14:24.000","2006-12-22 22:07:04.000",3169,1,"argos-doppler-shift",NA,"Prinzesschen_1930120"
16574565,32.885,24.433,1930124,1898888,40534,100,-125,401.6519629,56,24.433,20.579,"1",32.885,15.37,8,0,1,420,0,1,3,32,TRUE,"Argos Doppler Shift",2004-08-30 12:28:02,"Prinzesschen","Prinzesschen","true",1898896,1898591,82798,"Ciconia ciconia","","","MPIAB White Stork Prinzesschen","Tracked for a life time with 5 tags","23-12-2006 by age on wintering grounds",NA,NA,"1993-01-01 00:00:00.000",NA,"DEH KA0749","f","Ciconia ciconia","1994-08-12 04:14:24.000","2006-12-22 22:07:04.000",3169,1,"argos-doppler-shift",NA,"Prinzesschen_1930120"
16574574,33.251,19.04,1930124,1898888,40534,100,-126,401.6519166,66,19.04,24.436,"1",33.251,8.093,4,0,2,240,3,8,0,29,TRUE,"Argos Doppler Shift",2004-09-01 09:18:41,"Prinzesschen","Prinzesschen","true",1898896,1898591,82798,"Ciconia ciconia","","","MPIAB White Stork Prinzesschen","Tracked for a life time with 5 tags","23-12-2006 by age on wintering grounds",NA,NA,"1993-01-01 00:00:00.000",NA,"DEH KA0749","f","Ciconia ciconia","1994-08-12 04:14:24.000","2006-12-22 22:07:04.000",3169,1,"argos-doppler-shift",NA,"Prinzesschen_1930120"
16574581,33.272,17.779,1930124,1898888,40534,100,-124,401.651866,66,17.779,22.538,"3",33.272,54.268,11,0,3,600,3,8,0,36,TRUE,"Argos Doppler Shift",2004-09-01 16:56:03,"Prinzesschen","Prinzesschen","true",1898896,1898591,82798,"Ciconia ciconia","","","MPIAB White Stork Prinzesschen","Tracked for a life time with 5 tags","23-12-2006 by age on wintering grounds",NA,NA,"1993-01-01 00:00:00.000",NA,"DEH KA0749","f","Ciconia ciconia","1994-08-12 04:14:24.000","2006-12-22 22:07:04.000",3169,1,"argos-doppler-shift",NA,"Prinzesschen_1930120"
16574588,33.538,16.866,1930124,1898888,40534,100,-125,401.651843,56,16.866,19.411,"2",33.538,45.368,7,0,3,360,2,178,0,39,TRUE,"Argos Doppler Shift",2004-09-02 15:30:08,"Prinzesschen","Prinzesschen","true",1898896,1898591,82798,"Ciconia ciconia","","","MPIAB White Stork Prinzesschen","Tracked for a life time with 5 tags","23-12-2006 by age on wintering grounds",NA,NA,"1993-01-01 00:00:00.000",NA,"DEH KA0749","f","Ciconia ciconia","1994-08-12 04:14:24.000","2006-12-22 22:07:04.000",3169,1,"argos-doppler-shift",NA,"Prinzesschen_1930120"
16574589,33.534,16.864,1930124,1898888,40534,100,-122,401.6518574,68,16.864,22.982,"3",33.534,60.737,6,0,3,360,2,178,0,37,TRUE,"Argos Doppler Shift",2004-09-02 16:42:12,"Prinzesschen","Prinzesschen","true",1898896,1898591,82798,"Ciconia ciconia","","","MPIAB White Stork Prinzesschen","Tracked for a life time with 5 tags","23-12-2006 by age on wintering grounds",NA,NA,"1993-01-01 00:00:00.000",NA,"DEH KA0749","f","Ciconia ciconia","1994-08-12 04:14:24.000","2006-12-22 22:07:04.000",3169,1,"argos-doppler-shift",NA,"Prinzesschen_1930120"
16574590,33.534,16.867,1930124,1898888,40534,100,-129,401.6518604,68,16.867,8.86,"2",33.534,-2.828,4,0,4,300,2,178,0,37,TRUE,"Argos Doppler Shift",2004-09-02 17:12:43,"Prinzesschen","Prinzesschen","true",1898896,1898591,82798,"Ciconia ciconia","","","MPIAB White Stork Prinzesschen","Tracked for a life time with 5 tags","23-12-2006 by age on wintering grounds",NA,NA,"1993-01-01 00:00:00.000",NA,"DEH KA0749","f","Ciconia ciconia","1994-08-12 04:14:24.000","2006-12-22 22:07:04.000",3169,1,"argos-doppler-shift",NA,"Prinzesschen_1930120"
16574593,33.957,16.055,1930124,1898888,40534,100,-131,401.6518254,60,16.055,6.445,"1",33.957,-7.899,4,0,2,300,0,9,0,36,TRUE,"Argos Doppler Shift",2004-09-03 13:23:41,"Prinzesschen","Prinzesschen","true",1898896,1898591,82798,"Ciconia ciconia","","","MPIAB White Stork Prinzesschen","Tracked for a life time with 5 tags","23-12-2006 by age on wintering grounds",NA,NA,"1993-01-01 00:00:00.000",NA,"DEH KA0749","f","Ciconia ciconia","1994-08-12 04:14:24.000","2006-12-22 22:07:04.000",3169,1,"argos-doppler-shift",NA,"Prinzesschen_1930120"
16574595,33.967,16.044,1930124,1898888,40534,100,-124,401.6518632,67,16.044,20.92,"2",33.967,56.667,8,0,3,420,2,179,0,37,TRUE,"Argos Doppler Shift",2004-09-03 15:06:46,"Prinzesschen","Prinzesschen","true",1898896,1898591,82798,"Ciconia ciconia","","","MPIAB White Stork Prinzesschen","Tracked for a life time with 5 tags","23-12-2006 by age on wintering grounds",NA,NA,"1993-01-01 00:00:00.000",NA,"DEH KA0749","f","Ciconia ciconia","1994-08-12 04:14:24.000","2006-12-22 22:07:04.000",3169,1,"argos-doppler-shift",NA,"Prinzesschen_1930120"
16574596,33.976,16.052,1930124,1898888,40534,100,-122,401.651898,56,16.052,23.481,"1",33.976,66.862,5,0,3,420,1,128,1,29,TRUE,"Argos Doppler Shift",2004-09-03 16:29:50,"Prinzesschen","Prinzesschen","true",1898896,1898591,82798,"Ciconia ciconia","","","MPIAB White Stork Prinzesschen","Tracked for a life time with 5 tags","23-12-2006 by age on wintering grounds",NA,NA,"1993-01-01 00:00:00.000",NA,"DEH KA0749","f","Ciconia ciconia","1994-08-12 04:14:24.000","2006-12-22 22:07:04.000",3169,1,"argos-doppler-shift",NA,"Prinzesschen_1930120"
16574597,33.969,16.045,1930124,1898888,40534,100,-122,401.6518974,57,16.045,10.458,"2",33.969,8.511,8,0,3,480,2,179,0,33,TRUE,"Argos Doppler Shift",2004-09-03 16:47:21,"Prinzesschen","Prinzesschen","true",1898896,1898591,82798,"Ciconia ciconia","","","MPIAB White Stork Prinzesschen","Tracked for a life time with 5 tags","23-12-2006 by age on wintering grounds",NA,NA,"1993-01-01 00:00:00.000",NA,"DEH KA0749","f","Ciconia ciconia","1994-08-12 04:14:24.000","2006-12-22 22:07:04.000",3169,1,"argos-doppler-shift",NA,"Prinzesschen_1930120"
16574598,33.972,16.047,1930124,1898888,40534,100,-124,401.6518928,58,16.047,12.541,"1",33.972,18.691,5,0,3,420,2,179,0,34,TRUE,"Argos Doppler Shift",2004-09-03 18:09:55,"Prinzesschen","Prinzesschen","true",1898896,1898591,82798,"Ciconia ciconia","","","MPIAB White Stork Prinzesschen","Tracked for a life time with 5 tags","23-12-2006 by age on wintering grounds",NA,NA,"1993-01-01 00:00:00.000",NA,"DEH KA0749","f","Ciconia ciconia","1994-08-12 04:14:24.000","2006-12-22 22:07:04.000",3169,1,"argos-doppler-shift",NA,"Prinzesschen_1930120"
16574599,33.979,16.059,1930124,1898888,40534,100,-118,401.6518979,58,16.059,18.123,"1",33.979,43.38,9,2,3,480,3,8,1,23,TRUE,"Argos Doppler Shift",2004-09-03 19:35:29,"Prinzesschen","Prinzesschen","true",1898896,1898591,82798,"Ciconia ciconia","","","MPIAB White Stork Prinzesschen","Tracked for a life time with 5 tags","23-12-2006 by age on wintering grounds",NA,NA,"1993-01-01 00:00:00.000",NA,"DEH KA0749","f","Ciconia ciconia","1994-08-12 04:14:24.000","2006-12-22 22:07:04.000",3169,1,"argos-doppler-shift",NA,"Prinzesschen_1930120"
16574601,34.35,16.037,1930124,1898888,40534,100,-129,401.6518516,60,16.037,23.161,"2",34.35,67.624,6,0,3,360,2,178,0,39,TRUE,"Argos Doppler Shift",2004-09-04 14:44:24,"Prinzesschen","Prinzesschen","true",1898896,1898591,82798,"Ciconia ciconia","","","MPIAB White Stork Prinzesschen","Tracked for a life time with 5 tags","23-12-2006 by age on wintering grounds",NA,NA,"1993-01-01 00:00:00.000",NA,"DEH KA0749","f","Ciconia ciconia","1994-08-12 04:14:24.000","2006-12-22 22:07:04.000",3169,1,"argos-doppler-shift",NA,"Prinzesschen_1930120"
16574602,34.356,16.048,1930124,1898888,40534,100,-129,401.6518808,66,16.048,24.659,"1",34.356,72.782,5,0,1,240,1,130,0,45,TRUE,"Argos Doppler Shift",2004-09-04 16:16:29,"Prinzesschen","Prinzesschen","true",1898896,1898591,82798,"Ciconia ciconia","","","MPIAB White Stork Prinzesschen","Tracked for a life time with 5 tags","23-12-2006 by age on wintering grounds",NA,NA,"1993-01-01 00:00:00.000",NA,"DEH KA0749","f","Ciconia ciconia","1994-08-12 04:14:24.000","2006-12-22 22:07:04.000",3169,1,"argos-doppler-shift",NA,"Prinzesschen_1930120"
16574603,34.342,16.047,1930124,1898888,40534,100,-122,401.6518802,67,16.047,12.816,"3",34.342,19.548,9,0,3,480,2,179,0,35,TRUE,"Argos Doppler Shift",2004-09-04 16:23:29,"Prinzesschen","Prinzesschen","true",1898896,1898591,82798,"Ciconia ciconia","","","MPIAB White Stork Prinzesschen","Tracked for a life time with 5 tags","23-12-2006 by age on wintering grounds",NA,NA,"1993-01-01 00:00:00.000",NA,"DEH KA0749","f","Ciconia ciconia","1994-08-12 04:14:24.000","2006-12-22 22:07:04.000",3169,1,"argos-doppler-shift",NA,"Prinzesschen_1930120"
16574604,34.344,16.048,1930124,1898888,40534,100,-121,401.6518894,58,16.048,13.804,"2",34.344,24.568,9,0,3,480,3,8,1,45,TRUE,"Argos Doppler Shift",2004-09-04 17:56:34,"Prinzesschen","Prinzesschen","true",1898896,1898591,82798,"Ciconia ciconia","","","MPIAB White Stork Prinzesschen","Tracked for a life time with 5 tags","23-12-2006 by age on wintering grounds",NA,NA,"1993-01-01 00:00:00.000",NA,"DEH KA0749","f","Ciconia ciconia","1994-08-12 04:14:24.000","2006-12-22 22:07:04.000",3169,1,"argos-doppler-shift",NA,"Prinzesschen_1930120"
16574605,34.348,16.048,1930124,1898888,40534,100,-130,401.6518961,58,16.048,20.338,"2",34.348,53.982,8,0,3,480,2,178,0,33,TRUE,"Argos Doppler Shift",2004-09-04 19:12:37,"Prinzesschen","Prinzesschen","true",1898896,1898591,82798,"Ciconia ciconia","","","MPIAB White Stork Prinzesschen","Tracked for a life time with 5 tags","23-12-2006 by age on wintering grounds",NA,NA,"1993-01-01 00:00:00.000",NA,"DEH KA0749","f","Ciconia ciconia","1994-08-12 04:14:24.000","2006-12-22 22:07:04.000",3169,1,"argos-doppler-shift",NA,"Prinzesschen_1930120"
16574606,34.344,16.049,1930124,1898888,40534,100,-122,401.6519033,58,16.049,9.657,"2",34.344,5.842,8,0,4,600,1,131,1,5,TRUE,"Argos Doppler Shift",2004-09-04 20:54:42,"Prinzesschen","Prinzesschen","true",1898896,1898591,82798,"Ciconia ciconia","","","MPIAB White Stork Prinzesschen","Tracked for a life time with 5 tags","23-12-2006 by age on wintering grounds",NA,NA,"1993-01-01 00:00:00.000",NA,"DEH KA0749","f","Ciconia ciconia","1994-08-12 04:14:24.000","2006-12-22 22:07:04.000",3169,1,"argos-doppler-shift",NA,"Prinzesschen_1930120"
16574608,33.986,15.553,1930124,1898888,40534,100,-122,401.6518828,60,15.553,14.944,"2",33.986,31.331,7,0,2,420,0,1,1,34,TRUE,"Argos Doppler Shift",2004-09-05 17:43:12,"Prinzesschen","Prinzesschen","true",1898896,1898591,82798,"Ciconia ciconia","","","MPIAB White Stork Prinzesschen","Tracked for a life time with 5 tags","23-12-2006 by age on wintering grounds",NA,NA,"1993-01-01 00:00:00.000",NA,"DEH KA0749","f","Ciconia ciconia","1994-08-12 04:14:24.000","2006-12-22 22:07:04.000",3169,1,"argos-doppler-shift",NA,"Prinzesschen_1930120"
16574609,34.009,15.552,1930124,1898888,40534,100,-125,401.6518934,60,15.552,22.389,"1",34.009,65.456,5,0,2,240,1,132,2,37,TRUE,"Argos Doppler Shift",2004-09-05 18:49:45,"Prinzesschen","Prinzesschen","true",1898896,1898591,82798,"Ciconia ciconia","","","MPIAB White Stork Prinzesschen","Tracked for a life time with 5 tags","23-12-2006 by age on wintering grounds",NA,NA,"1993-01-01 00:00:00.000",NA,"DEH KA0749","f","Ciconia ciconia","1994-08-12 04:14:24.000","2006-12-22 22:07:04.000",3169,1,"argos-doppler-shift",NA,"Prinzesschen_1930120"
16574610,33.999,15.551,1930124,1898888,40534,100,-122,401.651902,60,15.551,11.866,"3",33.999,17.394,7,0,3,360,3,8,2,8,TRUE,"Argos Doppler Shift",2004-09-05 20:30:50,"Prinzesschen","Prinzesschen","true",1898896,1898591,82798,"Ciconia ciconia","","","MPIAB White Stork Prinzesschen","Tracked for a life time with 5 tags","23-12-2006 by age on wintering grounds",NA,NA,"1993-01-01 00:00:00.000",NA,"DEH KA0749","f","Ciconia ciconia","1994-08-12 04:14:24.000","2006-12-22 22:07:04.000",3169,1,"argos-doppler-shift",NA,"Prinzesschen_1930120"
16574611,34.002,15.55,1930124,1898888,40534,100,-123,401.651919,68,15.55,13.216,"3",34.002,44.267,6,0,3,300,0,1,1,34,TRUE,"Argos Doppler Shift",2004-09-05 23:57:30,"Prinzesschen","Prinzesschen","true",1898896,1898591,82798,"Ciconia ciconia","","","MPIAB White Stork Prinzesschen","Tracked for a life time with 5 tags","23-12-2006 by age on wintering grounds",NA,NA,"1993-01-01 00:00:00.000",NA,"DEH KA0749","f","Ciconia ciconia","1994-08-12 04:14:24.000","2006-12-22 22:07:04.000",3169,1,"argos-doppler-shift",NA,"Prinzesschen_1930120"
16574612,33.987,15.541,1930124,1898888,40534,100,-129,401.6519099,68,15.541,23.983,"1",33.987,-4.057,5,0,4,240,2,178,0,31,TRUE,"Argos Doppler Shift",2004-09-06 01:39:05,"Prinzesschen","Prinzesschen","true",1898896,1898591,82798,"Ciconia ciconia","","","MPIAB White Stork Prinzesschen","Tracked for a life time with 5 tags","23-12-2006 by age on wintering grounds",NA,NA,"1993-01-01 00:00:00.000",NA,"DEH KA0749","f","Ciconia ciconia","1994-08-12 04:14:24.000","2006-12-22 22:07:04.000",3169,1,"argos-doppler-shift",NA,"Prinzesschen_1930120"
16574614,34.048,15.376,1930124,1898888,40534,100,-131,401.6518897,60,15.376,24.625,"1",34.048,76.371,5,0,3,240,0,1,3,12,TRUE,"Argos Doppler Shift",2004-09-06 18:29:53,"Prinzesschen","Prinzesschen","true",1898896,1898591,82798,"Ciconia ciconia","","","MPIAB White Stork Prinzesschen","Tracked for a life time with 5 tags","23-12-2006 by age on wintering grounds",NA,NA,"1993-01-01 00:00:00.000",NA,"DEH KA0749","f","Ciconia ciconia","1994-08-12 04:14:24.000","2006-12-22 22:07:04.000",3169,1,"argos-doppler-shift",NA,"Prinzesschen_1930120"
16574616,34.045,15.367,1930124,1898888,40534,100,-120,401.6518922,68,15.367,14.119,"3",34.045,28.4,6,1,3,300,3,8,2,31,TRUE,"Argos Doppler Shift",2004-09-06 20:08:28,"Prinzesschen","Prinzesschen","true",1898896,1898591,82798,"Ciconia ciconia","","","MPIAB White Stork Prinzesschen","Tracked for a life time with 5 tags","23-12-2006 by age on wintering grounds",NA,NA,"1993-01-01 00:00:00.000",NA,"DEH KA0749","f","Ciconia ciconia","1994-08-12 04:14:24.000","2006-12-22 22:07:04.000",3169,1,"argos-doppler-shift",NA,"Prinzesschen_1930120"
16574617,34.076,15.359,1930124,1898888,40534,100,-125,401.6519096,58,15.359,11.788,"2",34.076,49.673,11,0,3,600,3,8,2,35,TRUE,"Argos Doppler Shift",2004-09-06 23:46:09,"Prinzesschen","Prinzesschen","true",1898896,1898591,82798,"Ciconia ciconia","","","MPIAB White Stork Prinzesschen","Tracked for a life time with 5 tags","23-12-2006 by age on wintering grounds",NA,NA,"1993-01-01 00:00:00.000",NA,"DEH KA0749","f","Ciconia ciconia","1994-08-12 04:14:24.000","2006-12-22 22:07:04.000",3169,1,"argos-doppler-shift",NA,"Prinzesschen_1930120"
16574618,34.064,15.357,1930124,1898888,40534,100,-126,401.6518936,68,15.357,22.663,"2",34.064,1.35,6,0,4,360,2,179,0,33,TRUE,"Argos Doppler Shift",2004-09-07 01:27:13,"Prinzesschen","Prinzesschen","true",1898896,1898591,82798,"Ciconia ciconia","","","MPIAB White Stork Prinzesschen","Tracked for a life time with 5 tags","23-12-2006 by age on wintering grounds",NA,NA,"1993-01-01 00:00:00.000",NA,"DEH KA0749","f","Ciconia ciconia","1994-08-12 04:14:24.000","2006-12-22 22:07:04.000",3169,1,"argos-doppler-shift",NA,"Prinzesschen_1930120"
16574619,34.077,15.347,1930124,1898888,40534,100,-120,401.651902,58,15.347,14.559,"1",34.077,37.696,5,1,2,240,2,179,0,32,TRUE,"Argos Doppler Shift",2004-09-07 04:08:21,"Prinzesschen","Prinzesschen","true",1898896,1898591,82798,"Ciconia ciconia","","","MPIAB White Stork Prinzesschen","Tracked for a life time with 5 tags","23-12-2006 by age on wintering grounds",NA,NA,"1993-01-01 00:00:00.000",NA,"DEH KA0749","f","Ciconia ciconia","1994-08-12 04:14:24.000","2006-12-22 22:07:04.000",3169,1,"argos-doppler-shift",NA,"Prinzesschen_1930120"
16574621,33.979,15.243,1930124,1898888,40534,100,-126,401.6519209,50,15.243,10.352,"2",33.979,55.245,11,0,3,600,2,179,0,31,TRUE,"Argos Doppler Shift",2004-09-07 23:34:17,"Prinzesschen","Prinzesschen","true",1898896,1898591,82798,"Ciconia ciconia","","","MPIAB White Stork Prinzesschen","Tracked for a life time with 5 tags","23-12-2006 by age on wintering grounds",NA,NA,"1993-01-01 00:00:00.000",NA,"DEH KA0749","f","Ciconia ciconia","1994-08-12 04:14:24.000","2006-12-22 22:07:04.000",3169,1,"argos-doppler-shift",NA,"Prinzesschen_1930120"
